Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	473	474	475	476	477	478	479	480	481	482	483	484	485	486	487	488	489	490	491	492	493	494	495	496	497	498	499	500	501	502	503	504	505	506	507	508	509	510	511	512	513	514	515	516	517	518
S155	0	2	2	5	5	7	12	13	16	16	19	19	22	24	24	30	40	46	48	48	48	48	48	59	70	77	77	77	97	137	163	221	223	249	249	258	259	281	290	368	376	403	410	428	438	440	456	458	458	471	481	481	506	506	506	506	506	514	514	516	521	522	608	635	636	636	636	649	649	653	653	688	747	747	831	921	921	986	1030	1033	1091	1112	1112	1150	1261	1320	1332	1334	1414	1445	1477	1759	1759	1882	1930	1930	1974	2035	2082	2082	2158	2158	2188	2225	2268	2268	2619	2686	2785	3025	3046	3046	3075	3105	3251	3251	3251	3355	3356	3439	3489	3580	3699	3741	3748	3777	3916	4051	4166	4327	4327	4327	4327	4327	4346	4637	4700	4959	5434	5665	5804	5862	5901	6096	6432	6432	6453	6589	6898	6898	6992	7237	7763	7763	7763	8166	8772	9159	10381	10389	10791	11326	11686	11686	11686	11686	11686	12650	12682	13239	13443	13579	13702	14342	14573	14730	14977	15745	15745	15745	15838	16326	16918	16918	17157	17630	17755	18462	18714	18714	19169	19561	20192	20456	20527	20883	21310	21551	21806	22383	22383	22697	22919	22919	22919	23519	24588	24659	24709	24709	25070	25874	25996	26290	26290	26828	27076	27305	28421	29343	29455	32368	32368	32525	33125	33627	33958	34303	35228	38412	38934	40050	40050	40050	40050	40050	40747	40747	42303	43100	44728	45016	50171	50730	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	51646	55191	58170	58278	58684	58684	58684	60469	60469	62900	65469	65469	67336	67532	68946	73061	73061	73411	74973	74973	82814	85547	89208	89557	92839	102085	102085	102085	103522	105399	105399	105399	105399	105399	106220	106220	110389	111506	114107	117707	118123	129113	134357	136917	140907	140940	140940	140940	140940	140940	140940	140940	141095	145910	145910	157963	159597	161377	161997	173124	173124	181222	182127	182127	186700	187328	204047	206862	207212	207815	208351	208351	221145	233392	233392	234116	241529	241575	242873	251588	259053	262769	281141	281512	283134	289155	290249	298922	300389	301461	312985	317554	323383	339446	341382	341810	355499	356834	357608	370293	377260	378231	389646	401268	408253	414284	414284	426758	429503	429503	436495	436495	437770	443762	455821	462505	466344	509847	528043	529308	534264	538760	553160	553215	557247	564433	568892	585179	593588	593588	593588	593588	593588	593588	593588	593588	599646	611827	648326	650746	651713	651935	672515	711246	711246	711246	711246	715745	758245	768884	818763	888576	888576	896382	913260	913260	916566	927844	937831	942258	948425	955793	961468	961532	1032258	1056386	1068991	1078267	1155548	1206908	1206908	1257898	1274714	1274714	1303823	1303823	1303823	1314929	1343344	1348929	1348929	1348929	1348929	1348929	1355015	1425435	1462122	1725922	1727838	1910197	2430806	2511731	2594970	3271179	3470559	6048806	6141788	10667513	12917231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S171	0	7	7	10	10	10	10	10	12	12	13	16	16	20	20	26	30	35	40	50	58	58	68	80	80	80	86	87	109	114	114	128	144	157	157	157	157	157	209	216	219	224	230	231	242	242	242	261	261	267	286	296	296	304	313	339	368	402	408	430	463	463	478	518	526	566	667	678	681	684	703	761	818	818	845	935	1027	1032	1034	1160	1203	1203	1316	1373	1429	1512	1541	1562	1595	1644	1645	2011	2179	2351	2384	2419	2419	2443	2504	2504	2537	2631	2732	3019	3046	3105	3241	3508	3627	3642	3642	3666	3670	3683	3983	4204	4262	4463	4512	4512	5048	5054	5603	5777	5803	5803	5915	5915	5960	6110	6259	6397	6397	6575	6886	6914	7371	7407	7449	7459	7552	7604	7666	7849	7935	7984	7996	8183	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8218	8334	8359	8455	8479	8637	8641	8641	9962	10013	10013	10013	10013	10151	10387	10387	10419	10560	10866	10866	10866	11375	11864	12333	12333	12601	14838	15042	15042	15042	15514	15948	16719	17053	17070	17272	17272	17496	18070	18293	18293	19208	19208	19448	19846	20102	20122	20478	21131	21784	21989	21989	22261	23217	23227	23837	24515	25130	25271	25324	25324	25324	25324	25324	25786	26322	26347	27272	27391	27689	29678	30303	31055	31143	31561	31561	32494	33006	36157	36157	36559	36559	37046	37913	38458	38483	39723	41011	42004	43298	43298	43975	49360	50346	50858	51082	51188	51995	52008	53083	53215	54118	54342	54442	54774	55078	55078	56236	57108	61952	64215	68462	68830	69118	69118	71212	74713	75792	75792	75792	76174	76993	77752	77752	77752	79272	81599	81599	81599	81599	81599	81599	81599	81599	81599	81848	82085	82269	82698	86208	86208	86961	91559	96492	97598	99341	100593	100593	104609	106660	106859	108602	110678	110678	119621	119621	123206	129211	131133	132484	140158	143450	143524	144135	144135	146738	147267	150771	152441	153474	153474	153474	153474	153474	158211	158560	158767	159928	159928	162470	162470	162470	162470	162470	170372	170729	172268	175103	175841	176130	176546	180303	180696	183608	183682	185003	190815	200452	202192	204511	206809	207441	210782	210782	217752	221760	226079	227850	227850	233002	233299	234896	241781	242070	242070	242942	243161	257267	260163	260191	266738	270556	278751	286712	295927	303824	306373	310668	319248	321326	331593	340773	342111	346093	355259	361264	361264	361421	375588	380757	381698	381698	381698	381698	389157	389157	390396	403265	408901	420270	451572	463937	463937	471613	471613	471613	471613	493609	503793	509839	527169	530521	540318	546173	546173	546173	546173	585768	585768	589855	596933	598133	598133	614077	614077	614077	628625	631883	638032	658967	660955	669916	674829	683642	683642	683642	697569	699205	724668	724668	724668	738653	755206	762511	794801	799464	803901	818989	833906	842864	878967	926586	928279	948405	948405	969703	992166	997766	1031269	1034472	1040396	1085997	1085997	1140749	1162137	1162137	1171430	1181348	1205142	1317318	1376745	1405855	1455201	1463026	1470465	1570967	1628541	1641676	2013869	2039447	2213564	2370399	2514173	2525863	2592533	2863729	2866764	3030397	3067504	3525863	4581066	4877740	4905087	5912355	6280959	7649789	8445263
S209	0	2	3	3	4	4	7	9	21	23	24	26	30	30	30	30	30	39	43	43	52	53	53	53	53	53	57	68	83	99	99	99	104	114	114	115	115	174	192	207	207	210	236	257	278	284	299	355	370	370	370	409	417	417	431	441	496	537	544	553	574	614	687	710	710	842	860	860	895	900	906	908	911	911	953	962	1125	1127	1148	1161	1161	1173	1195	1370	1406	1462	1512	1953	2124	2307	2340	2377	2471	2538	2548	2603	2603	2876	2876	3011	3073	3162	3418	3538	3576	3923	3923	3923	3923	3923	3942	3942	3944	3961	3996	4076	4076	4153	4334	4334	4643	4728	4930	5175	5206	5314	5631	5737	5737	5737	5783	5985	5987	6055	6076	6116	6328	6974	7013	7076	7203	7340	7489	7595	8807	8925	8925	9059	9223	9509	9678	9707	9741	9807	9939	10925	11164	11249	11378	11843	11959	11965	12002	12002	12376	12733	13165	13557	13710	14658	14711	14939	14939	15019	16249	16316	16316	17961	18436	19011	19049	19852	19852	20175	20175	20635	21212	21936	22037	22037	22225	22225	22225	22308	22653	24953	26259	26330	27584	27584	28172	28703	28742	29032	30452	31337	33485	33485	33969	34323	35647	35880	38685	40090	42793	43126	46420	46420	46474	46474	48487	48487	49172	50979	50979	55158	57103	57236	57346	57958	58282	68708	69357	70091	71125	71125	71125	71125	71125	72362	79570	85171	85171	85938	85938	85938	85938	85938	89580	91354	91812	92425	92651	92651	92651	92841	101118	103646	104798	106327	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	106581	108299	108299	108955	110243	111774	112701	112701	112701	112701	112701	112701	114364	125460	129351	130522	131292	131683	132048	136891	136891	138612	141599	141599	145288	148334	151562	159092	166265	170330	175818	177443	180701	185439	189679	195640	208024	208086	211158	214431	214431	214431	216383	251885	280830	291689	297986	302748	305070	305070	318384	326336	328777	328777	328777	328777	334175	338151	354062	361886	362975	364345	367741	370392	386653	393481	400997	425657	428790	430946	435378	443660	443660	443660	443660	449705	467109	538473	548590	555208	585826	622988	658421	658917	663083	699709	710451	714132	772015	790534	851050	851050	851050	904707	945813	945813	1035945	1037927	1047714	1087329	1156547	1169183	1384000	1384000	1384000	1384000	1384000	1632656	2312302	2411083	3191893	4321263	6479966	8091474	10710000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S245	0	3	3	8	8	12	16	16	26	27	28	28	29	30	30	39	39	44	46	54	59	65	72	72	72	76	76	76	76	76	79	92	110	123	125	137	138	138	159	199	220	220	220	220	220	221	237	247	247	259	261	278	286	286	293	345	370	383	420	426	433	449	449	472	499	499	520	528	528	528	546	546	610	610	610	656	663	713	756	804	821	878	960	960	1097	1131	1192	1221	1277	1318	1568	1760	1850	1909	1917	1922	1926	2091	2091	2106	2136	2166	2204	2269	2355	2462	2487	2487	2487	2487	2487	2764	3193	3323	3534	3535	3783	3783	3870	4071	4144	4144	4556	4576	4650	4833	5435	5641	5641	5844	6412	6599	7150	7150	7219	7683	7709	8032	9042	9042	9159	9511	9511	9518	10564	10658	10735	11804	11879	15656	16312	17364	18487	18690	18955	18955	20888	21012	21570	21724	21725	21949	22038	22358	22662	28162	28253	31599	47456	47456	47456	65888	65888	94563	94563	94563	94563	472117	1310975	1595960	2101522	3400978	6867652	8170627	9023849	9733465	10390962	10390962	10881713	13873236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S310	0	2	2	5	12	16	16	18	18	18	24	35	41	41	42	42	42	42	42	60	60	62	66	75	75	90	90	97	127	127	156	158	160	183	183	193	209	209	209	209	209	249	250	288	309	309	326	352	352	352	368	368	373	373	380	492	535	558	558	564	588	611	634	641	682	692	703	733	733	750	768	785	796	803	806	941	946	961	961	1003	1050	1182	1232	1259	1437	1437	1507	1524	1592	1593	1730	1815	1815	1815	2074	2074	2103	2138	2138	2148	2180	2219	2278	2639	2639	2717	2809	2840	2971	2981	3236	3315	3390	4196	4375	4533	4675	4744	4756	4813	4813	5208	5208	5208	5208	5208	5208	5254	5469	5513	5609	5724	5781	7085	7468	7515	7515	7515	7515	7515	7816	7953	8074	8456	8621	8708	8708	9101	9451	9797	9894	9894	10186	10186	10309	11247	11247	11272	11513	11729	13210	13359	13359	13359	13608	13623	13630	13630	13630	13630	13630	13743	14118	14177	14535	15618	15994	15994	16019	16019	16085	16208	17655	18845	19369	19369	20453	20572	21335	21787	21787	24869	24869	24997	25473	26061	26096	26333	26333	26333	28061	28887	28887	28887	28887	28931	28931	28931	28931	28931	28931	28931	28931	28931	28931	28931	30734	30974	30974	31151	31895	31895	33514	33937	34073	34074	34093	34093	36212	36212	36212	37198	37759	38454	38660	38660	39062	40742	41201	42142	43512	43603	44503	46284	46284	46818	47795	48249	49855	50054	50054	50054	50054	50054	50054	50054	50054	50054	50054	50054	50054	52307	52706	53029	53394	53394	54496	55429	56689	58714	59318	60357	61289	61838	62616	63522	64138	64142	64189	64336	66991	69260	70325	72833	73820	76956	77699	77699	79519	80811	80811	80811	81140	83134	83739	89040	89292	89534	92100	96614	97665	101276	101592	111203	112430	122163	122606	122606	122606	122606	122606	122606	122606	124921	125325	125325	125325	125325	125325	125325	125325	125325	125600	125600	137958	138385	145384	146019	148643	149825	155204	159108	160819	161225	161235	161235	164556	165447	171620	176628	186329	189009	189992	190311	197526	197929	215555	217418	219497	223639	225869	230935	240080	241742	254983	270759	279836	287864	288105	292020	305739	311693	316405	317084	318382	327890	329478	330059	330059	336949	336949	336949	336949	341917	360572	360572	364880	375241	379053	380686	381215	398372	408327	408327	413835	430155	458599	471681	480446	481745	501232	501232	514925	534446	537523	537523	537523	537523	537524	552832	552832	552832	552832	579159	579159	579159	604335	604335	604335	604335	604335	611667	652645	682892	700726	734023	736837	768540	878775	893053	895991	926800	938038	1042969	1063140	1246092	1432061	1532167	1532167	2195204	2203595	2203595	3753884	4238169	7094194	7094194	7094194	7094194	11899866	11998581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S328	0	0	9	9	30	30	48	74	74	85	86	86	120	121	121	125	128	157	157	157	157	157	163	181	187	251	274	274	382	411	415	436	510	597	597	611	667	711	728	728	741	741	753	753	931	1065	1072	1091	1091	1091	1091	1091	1137	1142	1142	1165	1223	1239	1336	1479	1479	1658	1761	1761	1765	1765	1796	1829	1829	1829	1894	1943	2011	2011	2011	2011	2011	2032	2221	2511	2511	2677	2777	2809	2856	3178	3214	3304	3304	3304	3444	3871	4254	4254	4254	4379	4590	4590	4955	5160	5230	5988	5988	6038	6076	6371	7498	7556	8279	8775	8801	8926	9100	9558	11468	12191	12911	15683	17907	18525	18525	20812	20846	21351	23435	23444	26056	26436	26436	29730	35841	525044	1140969	1525966	1525966	4978803	8074285	11083890	14703396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S332	0	8	10	10	11	12	15	15	20	20	43	45	89	91	98	100	100	149	152	152	171	172	200	200	203	203	229	252	307	307	307	307	307	308	312	312	316	316	316	358	455	525	525	525	659	699	700	871	1150	1187	1187	1187	1187	1187	1187	1289	1309	1585	1803	1841	1955	2133	2133	2317	2317	2466	2466	2648	2695	3126	3531	3531	3559	3603	4456	4757	4834	4887	5244	5551	5551	5551	5572	6289	6303	10550	10550	10930	10930	14516	16242	16242	17541	17541	27419	40123	273738	533761	2401038	2697493	8197648	16115197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S349	0	6	7	7	7	7	7	8	8	12	12	18	18	21	21	37	46	69	85	85	128	135	190	202	211	213	227	231	231	248	248	286	309	314	314	316	316	316	316	326	326	326	335	336	343	343	394	462	515	518	555	588	639	646	708	708	708	777	780	780	782	782	803	823	823	967	1010	1096	1119	1286	1286	1286	1337	1338	1343	1406	1523	1579	1645	1650	1650	1677	1677	1694	1806	1806	1806	1806	1806	1806	1806	1806	1806	1863	1863	1867	2309	2330	2349	2393	2578	2597	2597	2660	2660	2778	2860	2915	2915	2961	3161	3595	3614	3713	3727	3852	3893	4315	4460	4959	4961	5181	5260	5290	5320	5515	5583	5583	5583	5583	5583	5681	5819	5836	5919	6428	6490	6663	6785	7292	7567	7833	7833	8011	8355	8504	8585	9216	9216	10329	11416	12770	13137	13516	14148	14156	14529	14672	15292	15292	16215	16804	16804	16921	17284	17962	18895	19189	19850	20464	20771	21081	21580	23756	24977	25216	25274	25274	25274	25274	25414	26080	26209	26362	26362	26975	26975	27088	27088	27160	28715	28715	30481	31170	31170	31170	31264	32317	33125	33427	35995	38904	40224	40224	40224	40224	40224	43875	46256	46694	47685	48544	65887	65887	67504	67504	72054	73285	73768	81157	82993	83320	90625	101569	103518	103518	103518	133013	134699	142806	143542	143542	143542	153543	159358	159358	181195	240930	309859	309859	409536	425458	485336	1492516	1901328	7826266	8833516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S365	0	1	4	4	4	4	5	9	9	15	15	17	17	17	33	37	37	38	48	49	49	56	65	65	71	83	90	98	176	185	250	292	292	332	361	367	405	405	406	445	490	505	585	585	608	608	657	721	754	761	803	803	803	803	803	929	956	1026	1129	1133	1212	1289	1326	1394	1412	1422	1543	1604	1644	1647	1651	1811	1882	1964	2047	2073	2080	2221	2240	2260	2283	2283	2315	2363	2409	2525	2669	2704	2739	2751	2751	2908	2908	2982	3113	3218	3480	4098	4158	4158	4371	4371	4391	4623	5036	5117	5141	5434	5550	5550	5747	5857	5920	6742	6742	6766	6844	6908	6908	6908	7043	7043	7043	7043	7043	7043	7043	7043	7043	7117	7844	8198	8247	8399	9232	9279	9494	9547	9650	10029	10062	10072	10201	10911	10911	10911	10911	10911	11118	11584	11606	11746	12967	13020	14558	14924	14940	15552	15552	15964	16216	16295	16405	16953	16976	17762	18359	19784	19827	20157	20792	22370	24140	24140	24146	24297	25946	26811	28557	29062	29250	29950	30552	30837	31292	33405	36037	36458	36817	37296	37767	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	39424	41302	41827	42155	46481	50288	52570	52619	53608	53993	54554	55253	56969	56969	56969	58774	59886	59886	60680	60680	67506	67780	69129	70571	70571	70571	72027	72788	74133	77954	77954	78198	79384	79854	79854	82407	82669	83056	83836	84781	84781	84781	84781	84781	86716	86716	89411	93602	95415	97791	100881	108550	109596	112030	112030	112030	112030	112030	112030	112030	112030	113619	115204	115640	115640	118391	122416	122416	125534	127408	129107	131872	133246	134711	135920	138153	139480	143434	143893	143893	148660	155146	155146	155861	157510	163137	163348	163348	163348	165120	168698	168698	180527	183462	191114	191114	197374	198157	202352	203337	213054	218347	223832	224841	229956	245381	249233	249233	249233	249649	251261	251261	251261	251261	259546	279067	289655	296692	297779	300085	317418	323742	328273	328322	331263	335106	335106	340043	368842	370417	370417	370417	370417	380149	403997	406750	408849	419817	447696	508957	526355	556761	640211	679690	729485	736688	742498	766847	792462	806986	891920	891920	891920	891920	891920	891920	927211	940872	955999	1020733	1027197	1165693	1333263	1348802	1423954	1746091	1814148	2014630	3024490	3412020	3412020	11524735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
